gender,人口,時間軸（年月日現在）,,全国・都道府県,総数,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85歳以上
男,日本人人口,2022年10月1日現在,,福岡県,"2,378",99,114,119,117,130,122,124,147,162,184,172,143,142,149,177,116,87,76
男,日本人人口,2022年10月1日現在,,佐賀県,377,16,18,20,20,17,16,18,22,24,27,25,23,25,28,31,19,14,15
男,日本人人口,2022年10月1日現在,,長崎県,599,23,28,30,29,24,23,27,32,36,41,41,38,43,47,53,32,25,26
男,日本人人口,2022年10月1日現在,,熊本県,806,33,39,42,40,36,34,38,46,51,56,52,50,54,59,66,42,32,35
男,日本人人口,2022年10月1日現在,,大分県,519,19,23,25,25,22,22,24,29,33,38,35,31,34,38,45,30,23,23
男,日本人人口,2022年10月1日現在,,宮崎県,494,20,23,26,25,19,20,22,27,31,35,32,30,33,38,43,27,21,22
男,日本人人口,2022年10月1日現在,,鹿児島県,733,30,35,38,36,29,29,32,40,45,49,46,46,53,60,65,38,31,33
男,日本人人口,2022年10月1日現在,,沖縄県,710,38,42,42,40,35,36,39,45,47,54,50,43,45,46,45,23,21,20
男,日本人人口,2023年10月1日現在,,全国,"58,902","2,049","2,434","2,650","2,757","2,952","3,031","3,043","3,438","3,825","4,537","4,797","4,086","3,677","3,538","4,137","3,349","2,448","2,155"
男,日本人人口,2023年10月1日現在,,北海道,"2,380",73,90,100,107,112,111,115,133,150,182,186,162,160,161,193,143,103,101
男,日本人人口,2023年10月1日現在,,青森県,556,16,21,23,25,22,23,25,30,35,41,42,40,41,43,48,35,24,23
男,日本人人口,2023年10月1日現在,,岩手県,558,16,21,24,25,23,23,25,30,35,41,41,38,41,43,47,33,25,25
男,日本人人口,2023年10月1日現在,,宮城県,"1,092",35,44,48,52,60,57,57,66,74,84,83,72,70,72,81,57,41,39
男,日本人人口,2023年10月1日現在,,秋田県,430,11,14,17,18,15,15,17,22,27,32,31,29,33,36,41,28,20,22
男,日本人人口,2023年10月1日現在,,山形県,494,15,19,22,23,21,20,22,27,31,35,34,32,35,38,44,31,22,24
男,日本人人口,2023年10月1日現在,,福島県,865,26,34,37,40,36,37,42,50,55,64,63,59,63,67,73,50,35,34
男,日本人人口,2023年10月1日現在,,茨城県,"1,369",43,54,60,64,65,64,68,79,89,106,111,93,86,90,105,83,61,48
男,日本人人口,2023年10月1日現在,,栃木県,922,29,37,40,44,41,42,47,55,62,73,74,62,59,63,72,54,37,31
男,日本人人口,2023年10月1日現在,,群馬県,905,29,35,40,44,42,41,43,50,57,70,74,63,57,59,69,57,40,34
男,日本人人口,2023年10月1日現在,,埼玉県,"3,527",119,141,153,161,181,186,188,208,234,284,310,254,210,197,234,201,152,113
男,日本人人口,2023年10月1日現在,,千葉県,"3,013",102,120,130,138,156,159,158,178,199,238,261,215,180,169,202,175,131,102
男,日本人人口,2023年10月1日現在,,東京都,"6,594",227,259,261,264,382,469,432,451,484,540,570,494,390,316,347,295,217,195
男,日本人人口,2023年10月1日現在,,神奈川県,"4,447",150,175,190,201,244,261,243,265,297,356,397,344,274,230,266,230,175,147
男,日本人人口,2023年10月1日現在,,新潟県,"1,026",32,40,45,47,44,43,47,57,65,77,78,70,69,74,85,64,46,44
男,日本人人口,2023年10月1日現在,,富山県,480,16,18,21,23,22,21,22,25,30,38,40,32,30,30,37,33,22,19
男,日本人人口,2023年10月1日現在,,石川県,529,19,22,24,27,29,26,25,29,32,41,43,35,32,32,38,33,22,19
男,日本人人口,2023年10月1日現在,,福井県,357,13,15,17,18,16,16,17,20,22,26,27,23,24,23,28,21,15,14
男,日本人人口,2023年10月1日現在,,山梨県,382,13,15,16,18,19,18,18,20,22,27,30,28,26,26,29,23,17,16
男,日本人人口,2023年10月1日現在,,長野県,963,33,39,44,47,40,41,44,51,59,73,77,66,63,63,73,61,46,46
男,日本人人口,2023年10月1日現在,,岐阜県,906,30,38,43,45,42,39,41,49,55,69,73,62,58,57,69,58,42,36
男,日本人人口,2023年10月1日現在,,静岡県,"1,702",55,69,78,81,74,76,82,97,108,129,139,119,110,109,128,104,77,66
男,日本人人口,2023年10月1日現在,,愛知県,"3,584",134,156,170,174,194,200,201,221,240,283,305,252,210,186,217,189,141,111
男,日本人人口,2023年10月1日現在,,三重県,815,28,33,38,40,37,38,39,45,50,62,67,57,52,50,60,50,37,32
男,日本人人口,2023年10月1日現在,,滋賀県,673,26,31,34,36,37,34,34,40,44,52,53,44,39,38,45,36,26,22
男,日本人人口,2023年10月1日現在,,京都府,"1,174",40,47,52,58,71,65,57,64,71,89,96,80,69,65,81,72,53,46
男,日本人人口,2023年10月1日現在,,大阪府,"4,053",148,166,180,190,224,229,218,234,253,311,353,291,239,209,259,230,178,140
男,日本人人口,2023年10月1日現在,,兵庫県,"2,490",91,109,119,124,119,112,119,138,154,189,206,174,155,148,178,151,110,94
男,日本人人口,2023年10月1日現在,,奈良県,601,21,25,28,30,29,24,26,31,35,43,48,41,38,38,47,40,31,26
男,日本人人口,2023年10月1日現在,,和歌山県,417,14,17,19,20,17,17,19,22,24,30,33,28,28,28,34,28,20,18
男,日本人人口,2023年10月1日現在,,鳥取県,255,10,11,12,13,11,11,12,14,16,19,18,16,17,18,21,15,10,11
男,日本人人口,2023年10月1日現在,,島根県,310,11,14,15,15,13,13,14,16,19,23,22,19,20,22,26,20,13,15
男,日本人人口,2023年10月1日現在,,岡山県,872,33,38,41,44,44,43,42,49,54,65,67,54,52,53,63,55,38,36
男,日本人人口,2023年10月1日現在,,広島県,"1,299",47,57,63,64,64,62,65,74,82,100,105,85,78,77,93,80,55,49
男,日本人人口,2023年10月1日現在,,山口県,608,20,25,28,29,27,26,27,32,36,45,46,38,38,41,52,41,30,27
男,日本人人口,2023年10月1日現在,,徳島県,330,11,13,14,15,15,14,15,17,20,24,24,21,22,24,29,22,15,15
男,日本人人口,2023年10月1日現在,,香川県,439,15,18,21,21,19,18,20,24,27,34,34,28,27,28,35,29,19,19
男,日本人人口,2023年10月1日現在,,愛媛県,606,20,25,28,29,25,25,27,32,37,45,46,40,40,42,51,40,27,27
男,日本人人口,2023年10月1日現在,,高知県,312,10,12,13,14,13,12,13,16,19,23,24,20,21,22,27,22,15,15
男,日本人人口,2023年10月1日現在,,福岡県,"2,369",95,112,119,117,127,123,122,143,159,179,178,147,140,144,170,126,89,77
男,日本人人口,2023年10月1日現在,,佐賀県,373,15,18,19,20,17,16,17,21,24,26,25,23,25,27,30,21,14,15
男,日本人人口,2023年10月1日現在,,長崎県,591,22,27,29,29,24,23,26,31,35,40,42,38,42,45,52,36,25,26
男,日本人人口,2023年10月1日現在,,熊本県,800,32,38,41,40,35,34,37,45,50,56,53,49,53,57,64,46,33,35
男,日本人人口,2023年10月1日現在,,大分県,513,18,22,25,25,22,21,23,28,32,37,37,31,33,36,43,33,23,23
男,日本人人口,2023年10月1日現在,,宮崎県,488,19,23,25,24,19,20,22,26,31,35,33,30,33,36,41,30,21,22
男,日本人人口,2023年10月1日現在,,鹿児島県,725,28,34,38,36,29,28,31,39,44,49,47,45,51,58,63,42,30,33
男,日本人人口,2023年10月1日現在,,沖縄県,708,36,41,42,40,35,36,38,45,47,52,51,44,44,45,45,25,21,21
男,日本人人口,2024年10月1日現在,,全国,"58,450","1,967","2,365","2,614","2,731","2,921","3,013","3,027","3,332","3,747","4,343","4,869","4,191","3,707","3,508","3,848","3,548","2,543","2,178"
男,日本人人口,2024年10月1日現在,,北海道,"2,351",69,86,98,105,110,109,113,128,146,174,190,164,160,157,182,154,105,101
男,日本人人口,2024年10月1日現在,,青森県,546,16,20,23,24,22,22,24,28,34,40,43,40,41,42,46,37,24,22
男,日本人人口,2024年10月1日現在,,岩手県,548,15,20,24,25,22,22,25,29,34,40,42,38,40,42,45,36,25,25
男,日本人人口,2024年10月1日現在,,宮城県,"1,082",33,43,48,51,58,57,56,64,72,82,85,73,69,71,77,62,43,39
男,日本人人口,2024年10月1日現在,,秋田県,422,10,14,16,18,15,15,17,21,26,31,31,29,32,35,39,31,21,22
男,日本人人口,2024年10月1日現在,,山形県,487,14,18,21,23,20,19,21,26,30,35,35,32,34,37,41,33,22,23
男,日本人人口,2024年10月1日現在,,福島県,853,25,32,36,39,36,35,41,48,54,61,65,59,62,65,70,54,37,34
男,日本人人口,2024年10月1日現在,,茨城県,"1,355",41,52,59,63,64,62,66,76,87,101,113,96,86,89,100,87,64,49
男,日本人人口,2024年10月1日現在,,栃木県,914,28,36,40,43,42,41,45,53,61,70,76,64,59,62,68,58,39,31
男,日本人人口,2024年10月1日現在,,群馬県,894,28,34,39,43,42,39,43,48,55,67,76,64,57,58,65,60,42,34
男,日本人人口,2024年10月1日現在,,埼玉県,"3,509",115,138,151,160,178,186,189,204,229,270,314,263,215,195,217,208,160,118
男,日本人人口,2024年10月1日現在,,千葉県,"2,998",98,117,128,137,155,160,159,174,195,227,264,223,184,167,187,182,137,105
男,日本人人口,2024年10月1日現在,,東京都,"6,599",220,254,262,266,377,477,442,439,477,523,572,509,406,321,322,308,225,198
男,日本人人口,2024年10月1日現在,,神奈川県,"4,430",145,171,188,200,239,264,247,257,290,339,397,356,284,233,246,239,182,151
男,日本人人口,2024年10月1日現在,,新潟県,"1,011",30,38,44,46,43,42,46,55,63,74,79,71,68,72,80,69,47,44
男,日本人人口,2024年10月1日現在,,富山県,474,15,18,20,22,22,21,22,25,29,36,41,33,30,30,34,35,24,19
男,日本人人口,2024年10月1日現在,,石川県,523,18,22,24,26,28,26,25,28,31,39,44,35,32,32,35,35,24,19
男,日本人人口,2024年10月1日現在,,福井県,353,12,15,17,18,16,15,17,19,21,25,28,24,23,23,25,23,16,14
男,日本人人口,2024年10月1日現在,,山梨県,378,12,14,16,18,19,17,18,20,22,26,30,28,26,26,28,24,18,16
男,日本人人口,2024年10月1日現在,,長野県,953,31,38,43,46,40,40,43,49,57,70,78,68,63,62,68,64,48,45
男,日本人人口,2024年10月1日現在,,岐阜県,896,29,36,42,44,42,38,40,47,54,66,74,63,58,56,64,62,44,36
男,日本人人口,2024年10月1日現在,,静岡県,"1,682",52,66,77,80,74,73,80,94,105,124,140,122,110,109,119,110,81,67
男,日本人人口,2024年10月1日現在,,愛知県,"3,565",129,153,167,173,192,198,200,215,236,269,310,261,216,187,199,198,147,114
男,日本人人口,2024年10月1日現在,,三重県,804,26,32,37,39,37,36,38,44,49,59,68,58,53,50,55,53,39,32
男,日本人人口,2024年10月1日現在,,滋賀県,669,26,30,34,35,36,34,34,39,43,50,55,45,40,38,42,39,28,22
男,日本人人口,2024年10月1日現在,,京都府,"1,162",38,46,51,57,68,65,57,61,69,84,97,82,71,64,73,76,56,46
男,日本人人口,2024年10月1日現在,,大阪府,"4,032",145,163,177,189,220,233,220,228,249,293,355,303,246,208,234,240,184,144
男,日本人人口,2024年10月1日現在,,兵庫県,"2,468",88,105,117,123,118,110,117,134,151,179,209,179,157,147,163,159,115,96
男,日本人人口,2024年10月1日現在,,奈良県,595,20,25,28,30,29,24,25,30,34,41,49,42,38,37,43,42,33,26
男,日本人人口,2024年10月1日現在,,和歌山県,411,14,16,19,20,17,16,18,21,24,28,33,29,28,28,31,29,21,18
男,日本人人口,2024年10月1日現在,,鳥取県,252,9,11,12,12,11,10,11,14,16,18,19,16,16,18,20,17,11,11
男,日本人人口,2024年10月1日現在,,島根県,306,10,13,14,15,13,12,14,16,18,22,22,19,20,22,25,22,14,15
男,日本人人口,2024年10月1日現在,,岡山県,863,32,37,41,43,43,42,42,47,53,62,69,55,52,53,58,58,40,36
男,日本人人口,2024年10月1日現在,,広島県,"1,286",45,55,62,64,63,61,64,72,80,94,108,87,77,76,85,84,58,49
男,日本人人口,2024年10月1日現在,,山口県,599,19,24,27,29,26,25,26,31,35,42,48,39,37,40,48,44,31,27
男,日本人人口,2024年10月1日現在,,徳島県,325,10,12,14,14,14,14,14,17,20,23,24,21,21,24,27,24,16,15
男,日本人人口,2024年10月1日現在,,香川県,434,15,18,20,21,20,18,20,23,27,32,36,29,27,28,31,32,20,19
男,日本人人口,2024年10月1日現在,,愛媛県,597,19,24,28,28,25,24,27,31,36,43,47,40,39,41,47,43,28,27
男,日本人人口,2024年10月1日現在,,高知県,307,9,12,13,14,13,12,12,15,18,22,24,20,21,22,25,24,16,15
男,日本人人口,2024年10月1日現在,,福岡県,"2,359",93,109,119,118,126,124,122,137,157,174,184,151,138,142,159,137,92,78
男,日本人人口,2024年10月1日現在,,佐賀県,369,14,18,19,19,17,15,17,20,23,26,26,23,24,26,29,23,15,14
男,日本人人口,2024年10月1日現在,,長崎県,583,21,26,29,29,24,22,25,30,34,39,42,38,41,44,49,40,25,26
男,日本人人口,2024年10月1日現在,,熊本県,793,30,37,41,40,36,33,36,43,50,54,55,49,51,56,61,50,33,35
男,日本人人口,2024年10月1日現在,,大分県,507,17,21,24,25,22,20,23,27,31,36,37,32,32,36,40,35,24,23
男,日本人人口,2024年10月1日現在,,宮崎県,483,18,22,25,24,20,19,21,25,30,34,34,29,32,35,39,32,21,22
男,日本人人口,2024年10月1日現在,,鹿児島県,717,27,33,37,36,29,28,30,37,44,47,48,45,49,56,61,47,31,33
男,日本人人口,2024年10月1日現在,,沖縄県,705,35,40,42,40,35,35,37,43,47,51,53,45,44,44,45,28,20,22
女,総人口,2020年10月1日現在,,全国,"64,797","2,217","2,494","2,620","2,779","3,086","3,105","3,283","3,692","4,178","4,875","4,344","3,973","3,766","4,237","4,852","3,918","3,172","4,207"
女,総人口,2020年10月1日現在,,北海道,"2,760",79,93,99,109,111,114,125,146,172,198,181,179,176,212,232,179,151,202
女,総人口,2020年10月1日現在,,青森県,655,19,21,24,26,22,23,27,33,38,43,42,44,47,54,56,44,40,53
女,総人口,2020年10月1日現在,,岩手県,628,18,22,24,26,22,23,26,32,37,40,38,40,43,49,50,41,39,56
女,総人口,2020年10月1日現在,,宮城県,"1,179",39,45,48,54,58,56,61,71,78,85,74,72,75,84,83,63,56,78
女,総人口,2020年10月1日現在,,秋田県,507,12,15,18,18,14,16,19,24,29,31,30,33,38,44,45,35,35,52
女,総人口,2020年10月1日現在,,山形県,552,17,20,22,23,19,20,24,29,32,35,32,35,39,44,42,34,33,52
女,総人口,2020年10月1日現在,,福島県,929,30,34,37,39,34,37,43,49,55,61,56,60,66,74,70,55,51,76
女,総人口,2020年10月1日現在,,茨城県,"1,436",47,55,60,64,63,61,68,80,91,106,94,88,90,107,114,88,68,90
女,総人口,2020年10月1日現在,,栃木県,968,32,38,41,43,41,41,48,55,63,72,63,59,62,72,76,56,44,62
女,総人口,2020年10月1日現在,,群馬県,980,32,37,41,45,43,41,45,52,62,74,65,60,59,70,79,61,48,67
女,総人口,2020年10月1日現在,,埼玉県,"3,693",129,145,152,163,190,188,193,216,246,297,261,223,201,233,281,231,167,177
女,総人口,2020年10月1日現在,,千葉県,"3,166",108,121,129,138,161,158,164,185,209,250,221,190,174,203,243,199,146,166
女,総人口,2020年10月1日現在,,東京都,"7,149",255,260,251,271,431,489,474,494,522,586,522,433,348,351,423,365,300,374
女,総人口,2020年10月1日現在,,神奈川県,"4,649",162,180,188,202,249,244,245,278,318,384,350,292,244,264,322,273,209,248
女,総人口,2020年10月1日現在,,新潟県,"1,133",35,41,45,47,43,44,51,59,69,77,70,69,73,87,91,70,64,97
女,総人口,2020年10月1日現在,,富山県,532,17,19,21,22,21,21,23,26,32,40,34,32,32,37,47,36,29,44
女,総人口,2020年10月1日現在,,石川県,583,20,23,25,27,27,25,27,31,36,44,37,35,34,39,48,36,28,42
女,総人口,2020年10月1日現在,,福井県,393,14,16,17,17,16,16,18,21,24,28,24,25,25,27,31,24,20,31
女,総人口,2020年10月1日現在,,山梨県,413,13,15,17,19,18,17,18,21,24,29,28,27,27,29,32,26,21,32
女,総人口,2020年10月1日現在,,長野県,"1,048",34,41,45,45,39,41,46,53,65,75,68,65,64,72,82,68,56,89
女,総人口,2020年10月1日現在,,岐阜県,"1,018",34,40,44,47,45,42,46,53,62,75,66,64,62,70,81,65,52,69
女,総人口,2020年10月1日現在,,静岡県,"1,842",62,73,79,79,74,77,88,101,115,136,122,114,112,127,144,118,94,126
女,総人口,2020年10月1日現在,,愛知県,"3,781",147,162,168,175,200,200,206,225,252,300,260,228,198,218,265,218,166,193
女,総人口,2020年10月1日現在,,三重県,906,30,35,39,40,39,39,42,48,56,67,60,58,55,61,71,57,46,62
女,総人口,2020年10月1日現在,,滋賀県,716,28,32,34,35,35,33,37,42,49,55,47,43,41,45,51,39,30,41
女,総人口,2020年10月1日現在,,京都府,"1,347",43,49,52,61,77,66,65,73,85,102,89,81,73,84,109,87,66,88
女,総人口,2020年10月1日現在,,大阪府,"4,602",155,170,179,199,247,244,243,260,297,368,329,281,236,269,344,298,228,254
女,総人口,2020年10月1日現在,,兵庫県,"2,865",97,111,117,125,134,126,136,156,182,222,199,181,167,186,222,182,140,183
女,総人口,2020年10月1日現在,,奈良県,701,22,26,28,32,32,28,31,36,42,52,48,45,43,49,59,48,35,46
女,総人口,2020年10月1日現在,,和歌山県,488,15,18,19,19,18,18,21,24,28,34,32,33,31,35,41,34,28,40
女,総人口,2020年10月1日現在,,鳥取県,289,10,12,12,12,11,11,13,15,17,19,17,17,19,22,23,17,16,26
女,総人口,2020年10月1日現在,,島根県,347,12,14,14,14,12,13,15,17,20,22,19,20,22,25,29,22,20,35
女,総人口,2020年10月1日現在,,岡山県,980,35,39,40,45,48,45,47,53,59,71,60,56,58,63,77,62,49,74
女,総人口,2020年10月1日現在,,広島県,"1,443",51,60,62,63,65,65,70,79,91,109,93,84,83,94,113,91,70,101
女,総人口,2020年10月1日現在,,山口県,705,22,26,28,29,27,26,29,35,40,48,43,41,44,52,63,51,42,61
女,総人口,2020年10月1日現在,,徳島県,376,11,13,14,15,15,14,16,19,22,26,23,23,25,30,32,24,21,33
女,総人口,2020年10月1日現在,,香川県,491,16,19,20,21,19,20,22,26,31,36,30,29,30,35,42,31,25,39
女,総人口,2020年10月1日現在,,愛媛県,702,22,26,28,28,26,26,30,36,42,49,43,44,46,53,59,46,39,59
女,総人口,2020年10月1日現在,,高知県,365,11,13,13,14,13,12,15,18,21,25,22,22,24,28,32,26,21,36
女,総人口,2020年10月1日現在,,福岡県,"2,704",101,112,113,119,137,134,141,161,177,193,169,156,158,182,199,152,126,174
女,総人口,2020年10月1日現在,,佐賀県,427,16,18,19,20,18,17,20,23,26,27,25,26,28,32,31,25,22,34
女,総人口,2020年10月1日現在,,長崎県,695,24,28,29,29,25,26,30,36,40,45,43,44,48,55,56,43,39,58
女,総人口,2020年10月1日現在,,熊本県,916,34,38,40,39,37,37,43,50,54,58,54,56,61,68,68,53,49,76
女,総人口,2020年10月1日現在,,大分県,590,20,23,24,24,23,22,26,31,35,39,35,35,39,45,49,38,33,50
女,総人口,2020年10月1日現在,,宮崎県,565,20,24,25,23,20,21,25,30,34,36,32,35,39,44,45,34,31,47
女,総人口,2020年10月1日現在,,鹿児島県,840,30,35,36,35,31,32,38,46,49,51,49,53,60,66,62,48,46,74
女,総人口,2020年10月1日現在,,沖縄県,745,38,41,41,38,36,38,43,48,50,53,47,44,46,48,39,28,28,39
女,総人口,2021年10月1日現在,,全国,"64,483","2,144","2,457","2,611","2,716","3,058","3,103","3,204","3,618","4,029","4,804","4,594","3,916","3,737","4,045","5,106","3,722","3,253","4,366"
女,総人口,2021年10月1日現在,,北海道,"2,737",76,91,99,106,110,112,121,143,164,197,189,174,174,200,242,175,155,208
女,総人口,2021年10月1日現在,,青森県,646,18,21,23,25,21,22,25,32,37,43,44,42,47,52,59,42,39,55
女,総人口,2021年10月1日現在,,岩手県,620,18,21,24,25,21,22,25,31,36,41,39,38,42,48,53,39,38,58
女,総人口,2021年10月1日現在,,宮城県,"1,174",37,44,47,51,59,56,60,69,77,85,78,70,73,81,91,60,56,81
女,総人口,2021年10月1日現在,,秋田県,499,12,15,17,18,13,15,18,23,27,31,31,31,37,42,48,33,34,53
女,総人口,2021年10月1日現在,,山形県,544,16,19,22,23,19,19,23,28,32,35,33,33,38,42,46,32,32,53
女,総人口,2021年10月1日現在,,福島県,918,29,34,36,39,32,36,41,48,54,60,58,57,65,72,77,51,50,78
女,総人口,2021年10月1日現在,,茨城県,"1,428",45,54,60,63,63,60,66,78,88,105,99,86,88,102,122,85,70,93
女,総人口,2021年10月1日現在,,栃木県,963,31,37,40,43,40,41,46,54,61,71,66,58,61,69,81,54,45,63
女,総人口,2021年10月1日現在,,群馬県,974,31,36,41,44,42,41,44,50,59,73,69,58,58,66,82,60,49,69
女,総人口,2021年10月1日現在,,埼玉県,"3,694",125,143,152,159,190,190,191,213,238,291,278,224,200,220,292,222,177,189
女,総人口,2021年10月1日現在,,千葉県,"3,164",106,120,129,135,160,160,162,182,202,245,236,189,173,192,253,192,153,175
女,総人口,2021年10月1日現在,,東京都,"7,135",244,261,253,262,425,493,465,485,509,574,551,438,355,338,437,345,306,394
女,総人口,2021年10月1日現在,,神奈川県,"4,652",157,178,188,197,251,249,243,272,307,374,371,295,247,251,334,260,218,262
女,総人口,2021年10月1日現在,,新潟県,"1,120",33,40,44,46,42,43,49,58,66,77,73,67,71,82,98,66,63,99
女,総人口,2021年10月1日現在,,富山県,527,16,19,21,22,20,21,22,26,31,39,36,31,31,36,49,34,29,45
女,総人口,2021年10月1日現在,,石川県,579,19,22,24,26,27,25,27,30,35,43,40,34,34,37,50,34,28,43
女,総人口,2021年10月1日現在,,福井県,389,13,15,17,17,15,16,18,20,23,27,26,23,25,26,33,22,20,32
女,総人口,2021年10月1日現在,,山梨県,410,13,15,16,19,18,16,18,20,23,29,29,27,26,29,34,24,22,32
女,総人口,2021年10月1日現在,,長野県,"1,040",33,40,44,45,37,40,44,52,62,75,72,63,64,69,87,65,57,90
女,総人口,2021年10月1日現在,,岐阜県,"1,009",32,39,44,46,45,41,44,52,59,73,71,62,62,67,86,61,54,71
女,総人口,2021年10月1日現在,,静岡県,"1,829",59,71,79,79,72,76,85,98,111,134,130,111,111,122,153,112,97,130
女,総人口,2021年10月1日現在,,愛知県,"3,771",143,160,168,171,199,200,202,221,243,294,278,226,200,207,275,208,174,203
女,総人口,2021年10月1日現在,,三重県,898,29,35,38,40,39,38,41,47,53,66,63,56,55,59,75,54,47,64
女,総人口,2021年10月1日現在,,滋賀県,715,27,32,34,34,36,32,36,41,47,55,50,43,41,43,54,37,31,43
女,総人口,2021年10月1日現在,,京都府,"1,339",41,48,51,58,77,67,63,71,81,101,95,80,73,79,113,82,69,92
女,総人口,2021年10月1日現在,,大阪府,"4,590",152,167,178,191,248,248,240,256,284,359,351,282,238,252,357,278,239,270
女,総人口,2021年10月1日現在,,兵庫県,"2,850",94,109,117,122,133,125,132,153,174,217,211,179,166,177,233,171,145,191
女,総人口,2021年10月1日現在,,奈良県,696,21,25,28,31,32,28,30,35,40,51,51,44,42,47,62,45,37,48
女,総人口,2021年10月1日現在,,和歌山県,483,14,17,19,20,17,18,20,23,26,34,34,32,31,34,44,32,28,41
女,総人口,2021年10月1日現在,,鳥取県,286,10,11,12,12,11,11,13,15,17,19,17,17,18,21,24,16,16,27
女,総人口,2021年10月1日現在,,島根県,343,11,13,14,14,12,13,15,17,19,22,20,19,22,24,31,21,20,36
女,総人口,2021年10月1日現在,,岡山県,974,34,38,40,43,49,44,46,52,57,70,64,55,56,61,81,59,51,76
女,総人口,2021年10月1日現在,,広島県,"1,432",50,58,62,62,64,64,68,77,87,107,99,83,82,89,118,87,72,104
女,総人口,2021年10月1日現在,,山口県,697,21,25,28,28,26,25,27,34,39,47,45,39,43,50,66,48,43,63
女,総人口,2021年10月1日現在,,徳島県,372,11,13,14,15,15,13,15,19,21,26,24,23,24,28,35,22,21,34
女,総人口,2021年10月1日現在,,香川県,487,16,19,20,21,19,19,22,26,30,36,32,28,29,33,44,29,26,40
女,総人口,2021年10月1日現在,,愛媛県,694,21,25,28,28,25,26,29,35,40,48,46,42,45,50,63,43,40,60
女,総人口,2021年10月1日現在,,高知県,361,11,12,13,14,12,12,14,17,20,25,23,21,23,26,34,24,22,36
女,総人口,2021年10月1日現在,,福岡県,"2,698",99,110,115,115,138,134,137,158,173,193,178,154,155,173,212,144,130,180
女,総人口,2021年10月1日現在,,佐賀県,424,15,18,19,19,18,17,19,23,25,27,26,25,28,31,34,23,22,34
女,総人口,2021年10月1日現在,,長崎県,687,23,27,28,28,24,25,29,34,38,44,44,43,47,53,60,40,40,59
女,総人口,2021年10月1日現在,,熊本県,910,33,38,40,39,36,37,41,49,53,58,55,54,59,66,73,50,50,78
女,総人口,2021年10月1日現在,,大分県,585,19,22,24,24,22,22,25,30,34,39,37,33,38,43,52,36,34,51
女,総人口,2021年10月1日現在,,宮崎県,560,20,23,25,24,19,21,24,30,33,37,34,33,38,42,49,31,31,48
女,総人口,2021年10月1日現在,,鹿児島県,833,29,34,36,35,30,31,37,45,49,51,50,50,58,65,67,45,46,74
女,総人口,2021年10月1日現在,,沖縄県,745,37,41,41,38,35,38,42,48,49,53,49,43,45,47,45,25,28,40
女,総人口,2022年10月1日現在,,全国,"64,189","2,073","2,413","2,588","2,682","3,047","3,118","3,146","3,544","3,918","4,671","4,680","4,038","3,761","3,870","4,932","3,878","3,350","4,480"
女,総人口,2022年10月1日現在,,北海道,"2,714",73,88,97,103,109,111,119,139,159,192,190,177,175,189,240,180,158,214
女,総人口,2022年10月1日現在,,青森県,636,17,21,23,24,21,21,24,31,35,42,43,42,46,50,58,43,39,56
女,総人口,2022年10月1日現在,,岩手県,611,16,21,23,24,21,21,25,30,34,40,39,38,42,46,53,39,38,58
女,総人口,2022年10月1日現在,,宮城県,"1,168",36,43,47,50,59,56,58,68,75,84,79,71,72,78,91,63,56,82
女,総人口,2022年10月1日現在,,秋田県,491,11,14,17,17,13,15,17,22,26,31,31,31,36,41,47,34,33,54
女,総人口,2022年10月1日現在,,山形県,536,15,19,21,22,19,19,22,27,31,34,33,33,37,41,46,33,32,53
女,総人口,2022年10月1日現在,,福島県,906,27,34,35,38,32,35,40,47,52,60,58,57,63,69,78,53,50,78
女,総人口,2022年10月1日現在,,茨城県,"1,422",44,53,59,62,62,61,65,76,86,102,102,88,87,97,120,90,73,94
女,総人口,2022年10月1日現在,,栃木県,956,29,36,40,42,40,40,45,53,59,70,68,59,60,67,80,58,47,64
女,総人口,2022年10月1日現在,,群馬県,966,30,36,40,43,42,41,43,49,57,70,70,61,57,63,80,63,52,70
女,総人口,2022年10月1日現在,,埼玉県,"3,694",121,142,150,157,189,194,190,209,232,281,285,235,202,209,278,232,188,199
女,総人口,2022年10月1日現在,,千葉県,"3,162",103,119,127,133,158,162,161,179,198,237,243,198,174,183,241,202,162,183
女,総人口,2022年10月1日現在,,東京都,"7,149",234,261,254,262,426,503,462,477,499,560,562,461,367,328,414,356,315,407
女,総人口,2022年10月1日現在,,神奈川県,"4,653",152,175,186,194,249,254,243,266,298,361,378,311,255,240,318,269,228,274
女,総人口,2022年10月1日現在,,新潟県,"1,107",32,39,43,45,41,41,47,56,64,76,73,69,70,79,97,70,63,100
女,総人口,2022年10月1日現在,,富山県,522,16,18,20,22,20,21,21,25,29,38,37,32,31,34,45,37,30,46
女,総人口,2022年10月1日現在,,石川県,575,19,22,24,26,27,25,26,29,33,42,41,35,34,35,47,37,30,44
女,総人口,2022年10月1日現在,,福井県,385,13,15,17,17,14,16,17,20,22,26,26,24,24,25,32,23,20,32
女,総人口,2022年10月1日現在,,山梨県,408,13,15,16,18,19,17,17,20,23,28,29,27,26,28,33,25,22,33
女,総人口,2022年10月1日現在,,長野県,"1,032",32,39,43,45,37,40,44,51,59,73,73,65,64,66,84,67,59,91
